alto,ancho,autor,autora,autores,estado,fecha,lugar_produccion,materia,numero_catalogo,procedencia,serie,soporte,tecnica,titulo,url
"139,3","104,5","Esquivel y Suárez de Urbina, Antonio María",0,0,0,Hacia 1842,0,0,P004302,"Donación de Manuel Flores Calderón al Museo de Arte Moderno, 1911",0,Lienzo,Óleo,Manuel Flores Calderón,https://www.museodelprado.es/coleccion/obra-de-arte/manuel-flores-calderon/d302b286-b051-4916-8c4a-7e54c0197262
91,115,"Pérez Villaamil y Duguet, Genaro",0,0,0,1837,0,0,P006994,"Colección Carlos González Bueno, 1954; Adquisición, 1984",0,Lienzo,Óleo,"Manada de toros junto a un río, al pie de un castillo",https://www.museodelprado.es/coleccion/obra-de-arte/manada-de-toros-junto-a-un-rio-al-pie-de-un/2ccb485b-40ac-4230-9430-52f800498fca
66,53,"Einsle, Anton",0,0,0,1837,0,0,P004308,"Incautado por C.N.T., 28/09/1937; entregado a Junta de Incautación y Protección del Tesoro Artístico, 1937; entrega del Servicio de Defensa del Patrimonio Artístico Nacional al Museo de Arte Moderno, 05/09/1941; Museo de Arte Moderno, 1941-1968; Museo Español de Arte Contemporáneo, 1968-1971",Obras incautadas. Un proceso abierto,Lienzo,Óleo,"Alexander Leopold, archiduque de Austria",https://www.museodelprado.es/coleccion/obra-de-arte/alexander-leopold-archiduque-de-austria/63a619eb-05b2-4a5d-92e8-b3b8c0203a4b
67,54,"Alenza y Nieto, Leonardo",0,0,0,Hacia 1842,0,0,P004204,"Nuevas adquisiciones (adquirido a Vicente Poleró), 1876; Museo de Arte Moderno, 1971.",0,Lienzo,Óleo,Manuel Pasutti,https://www.museodelprado.es/coleccion/obra-de-arte/manuel-pasutti/c0a88a85-8b09-47f5-8fc0-09aadbf115fa
138,105,"Esquivel y Suárez de Urbina, Antonio María",0,0,0,Hacia 1842,0,0,P004301,"Donación de Manuel Flores Calderón al Museo de Arte Moderno, 1911",0,Lienzo,Óleo,Rafaela Flores Calderón,https://www.museodelprado.es/coleccion/obra-de-arte/rafaela-flores-calderon/d7e81895-b850-4f43-8f99-bea584c7d8fa
124,95,"Esquivel y Suárez de Urbina, Antonio María",0,0,0,1838,0,0,P002559,"Legado de Daniel Carballo Prat, conde de Pradère, 1933",0,Lienzo,Óleo,Pilar Gandiola,https://www.museodelprado.es/coleccion/obra-de-arte/pilar-gandiola/3826ebd9-7286-481c-9552-518d039f8766
138,93,"Roberts, David",0,0,0,1838,0,0,P006160,"Colección particular, Sevilla; adquisición a Berkowitsch Subastas de Arte, Madrid, 1981.",0,Lienzo,Óleo,Interior de la Mezquita de Córdoba,https://www.museodelprado.es/coleccion/obra-de-arte/interior-de-la-mezquita-de-cordoba/76f7250e-bb32-44ac-96cc-b4a85805a0be
133,105,"Revilla Gironza, José de la",0,0,0,1838,0,0,P003913,"Donación de Manuel Revilla Moreno, hijo del autor, 1873; Museo del Prado, 1873-1896; Museo de Arte Moderno, 1896-1971.",0,Lienzo,Óleo,Caín y su familia después de la maldición divina,https://www.museodelprado.es/coleccion/obra-de-arte/cain-y-su-familia-despues-de-la-maldicion-divina/1cdcdb3f-ccd5-4474-86cd-f5a39f1bceb1
"74,2","57,2","Esquivel y Suárez de Urbina, Antonio María",0,0,0,1838,0,0,P007538,"Museo de Arte Moderno, 1902-1971",0,Lienzo,Óleo,Retrato de niña,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-nia/d67407f5-d91d-431a-bcee-c054ea3607db
57,46,"Alenza y Nieto, Leonardo",0,0,0,Hacia 1843,0,0,P004203,"Adquirido a José Laguna Pérez, 1887; Museo de Arte Moderno, 1971.",0,Lienzo,Óleo,Retrato de caballero,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-caballero/182c3877-c0e6-4172-89dc-4b4c65f4e34d
55,45,"Madrazo y Kuntz, Federico de",0,0,0,1839,0,0,P004458,"Donación de Julia Perea y Rojas, 1912; Museo de Arte Moderno, 1912-1968; Museo Español de Arte Contemporáneo, 1968-1971",0,Lienzo,Óleo,Juan Perea,https://www.museodelprado.es/coleccion/obra-de-arte/juan-perea/87e228fe-8aaf-4d5d-90e2-fdc31ab670fc
30,20,"Lucas Velázquez, Eugenio",0,0,0,Hacia 1843,0,0,P004442,"Donación de María de los Ángeles Sainz de la Cuesta, en memoria de su marido Juan Vitórica Casuso, conde de los Moriles, al Museo de Arte Moderno, 1968; Museo Español de Arte Contemporáneo, 1968-1971; Museo del Prado, 1971",0,Tabla,Óleo,Pareja de majos sentados,https://www.museodelprado.es/coleccion/obra-de-arte/pareja-de-majos-sentados/aad16085-d406-4149-afdb-718fc21e2bf7
92,73,"Madrazo y Kuntz, Federico de",0,0,0,1839,0,0,P007799,"Colección Juan Antonio de Ribera; Colección Félix Boix; Colección particular, Madrid; Adquisición, 2002",0,Lienzo,Óleo,El pintor Carlos Luis de Ribera,https://www.museodelprado.es/coleccion/obra-de-arte/el-pintor-carlos-luis-de-ribera/7b9e5817-de9d-45bb-9999-d75821e17f3a
65,65,"López Portaña, Vicente",0,0,0,Hacia 1844,0,0,P003304,"Adquisición, 1876; Museo de Arte Moderno",0,Lienzo,Óleo,La miniaturista Teresa Nicolau Parody,https://www.museodelprado.es/coleccion/obra-de-arte/la-miniaturista-teresa-nicolau-parody/70631b11-2dcf-4b59-9461-462e7ee8cecc
107,"83,5","Madrazo y Agudo, José de",0,0,0,1839,0,0,P007807,"Colección Marquesa de Balboa, 1955; Donación de Isabel de Borbón y Esteban de León, 2002",0,Lienzo,Óleo,Sagrada Familia,https://www.museodelprado.es/coleccion/obra-de-arte/sagrada-familia/4212f42f-050b-4776-98b9-8399fa6ed4ca
88,71,"Gutiérrez de la Vega y Bocanegra, José",0,0,0,1839,0,0,P004178,"Adquirido para el Museo de Arte Moderno, 1931; pasó al Museo del Prado, 1971.",0,Lienzo,Óleo,Retrato de señora,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-seora/58f564f0-296c-4e79-aa7a-2c8f34f9219e
224,149,"Atribuido a Lozano Sirgo, Isidoro Santos",0,0,0,Hacia 1844,0,0,P005515,"Museo de Ultramar, hasta 1908; Museo de Arte Moderno, 1908-1971",0,Lienzo,Óleo,Isabel II,https://www.museodelprado.es/coleccion/obra-de-arte/isabel-ii/569c05c6-589f-42db-a3ef-29b82acb6395
154,93,"Gutiérrez de la Vega y Bocanegra, José",0,0,0,Hacia 1844,0,0,P007558,"Ramón Flórez Mendeville, Calle Espalter 2, Madrid; incautado por Caja General de Reparaciones, 23/11/1937; Depósito en el Monasterio de Pedralbes, Barcelona, 17/09/1939; entrega del Servicio de Defensa del Patrimonio Artístico Nacional al Museo de Arte Moderno, 22/07/ 1942; Museo de Arte Moderno, 1942-1971",Obras incautadas. Un proceso abierto,Lienzo,Óleo,Alegoría del Antiguo Testamento,https://www.museodelprado.es/coleccion/obra-de-arte/alegoria-del-antiguo-testamento/0ac49433-06fe-41a9-8c50-03c7f2ce2fa4
77,"63,5","Alenza y Nieto, Leonardo",0,0,0,1840,0,0,P004210,Museo de Arte Moderno (Donación Luis Ardanaz y Mariátegui en 12-03-1931); anteriormente Colección Luis Ardanaz y Mariátegui (por herencia familiar); colección Francisco Javier de Mariátegui.,0,Lienzo,Óleo,El viático,https://www.museodelprado.es/coleccion/obra-de-arte/el-viatico/55bc5ff8-8134-42f8-abf3-225930f21e1d
107,88,"Amador de los Ríos, José",0,0,0,1840 - 1842,0,0,P005513,"Adquirido a Rodrigo Amador de los Ríos, 1903; Museo de Arte Moderno, 1903-1971",0,Lienzo,Óleo,San Hermenegildo,https://www.museodelprado.es/coleccion/obra-de-arte/san-hermenegildo/971be47d-6ad5-4bc8-ae55-8cf5ae2dd40e
275,205,"Esquivel y Suárez de Urbina, Antonio María",0,0,0,1840,0,0,P007569,"Pintado para el Liceo, Madrid; Pedro Reales, auditor del Supremo Tribunal de Rota, 1858; Gregorio Campero y Jordán, 1880; Adquisición a Durán Subastas de Arte, Madrid, 1991",0,Lienzo,Óleo,La caída de Luzbel,https://www.museodelprado.es/coleccion/obra-de-arte/la-caida-de-luzbel/9e8f74fa-1736-4526-baa4-0075c3513eb6
"100,1","81,2","Ribera y Fieve, Carlos Luis de",0,0,0,1840,0,0,P008376,"Alfonso García de Alcañiz, Constantina, Sevilla; herederos; Subastas Goya, 6 de mayo de 2021, lote 64; Madrid, Fundación María Cristina Masaveu Peterson; donación de la Fundación María Cristina Masaveu Paterson, 2021.",0,Lienzo,Óleo,Retrato del escultor José Siro Pérez,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-del-escultor-jose-siro-perez/77112ef0-f160-46a3-8fd0-c28acf0a9f01
104,84,"López Portaña, Vicente",0,0,0,Hacia 1845,0,0,P002558,"Legado de Daniel Carballo Prat, conde de Pradère, 1933",0,Lienzo,Óleo,"Luisa de Prat y Gandiola, luego marquesa de Barbançon",https://www.museodelprado.es/coleccion/obra-de-arte/luisa-de-prat-y-gandiola-luego-marquesa-de/bf2c2193-4a24-4907-bb8c-262edf325b61
25,"32,7","Madrazo y Kuntz, Federico de",0,0,0,1840 - 1841,0,0,P008433,"Subastas Durán, nº 222, Madrid, febrero de 1988, lote 82; colección particular, Valencia; Guillermo de Osma, Madrid; adquirido por el Museo, 2022",0,Cartón,Óleo,Boceto de Don Pelayo reconoce a don Rodrigo tras la batalla de Guadalete,https://www.museodelprado.es/coleccion/obra-de-arte/boceto-de-don-pelayo-reconoce-a-don-rodrigo-tras/5b891fba-dea9-4402-8d74-43ec53d8ec94
100,152,"Brugada Vila, Antonio de",0,0,0,1840 - 1845 (Hacia),0,0,P004132,"Nuevas Adquisiciones Museo de la Trinidad, 1861; Museo Nacional de Pintura y Escultura (Museo del Prado), 1872-1896; Museo de Arte Moderno, 1896-1971",0,Lienzo,Óleo,Marina,https://www.museodelprado.es/coleccion/obra-de-arte/marina/b033dabc-67e0-443e-be6b-708c41e3f19b
"112,5","86,5","Gutiérrez de la Vega y Bocanegra, José",0,0,0,Hacia 1845,0,0,P002848,"Entrega del Servicio de Defensa del Patrimonio Artístico Nacional al Museo del Prado, 08/06/1942",Obras incautadas. Un proceso abierto,Lienzo,Óleo,Dama con abanico,https://www.museodelprado.es/coleccion/obra-de-arte/dama-con-abanico/68f8f6e3-c2af-4dc4-8455-562cab3d32ac
126,93,"Esquivel y Suárez de Urbina, Antonio María",0,0,0,1840 - 1850,0,0,P004303,"Adquirido para el Museo de Arte Moderno, 1917; Museo Español de Arte Contemporáneo, 1968-1971",0,Lienzo,Óleo,La actriz Matilde Díez,https://www.museodelprado.es/coleccion/obra-de-arte/la-actriz-matilde-diez/fd966427-f983-42ac-8f54-937b35e111dd
72,59,"Rosales, Francisco",0,0,0,1841,0,0,P002831,"Servicio de Defensa del Patrimonio Artístico Nacional; Nuevas Adquisiciones del Museo del Prado, 1941",Obras incautadas. Un proceso abierto,Lienzo,Óleo,Retrato de caballero,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-caballero/f8b86f97-fa88-429f-8b4c-0f745c400e33
88,125,"Brugada Vila, Antonio de",0,0,0,1841,0,0,P006049,"Adanero (?), según etiqueta del reverso; Junta de Incautación y Protección del Tesoro Artístico (Depósito Colegio Oficial de Arquitectos, Madrid), 1936?",Obras incautadas. Un proceso abierto,Lienzo,Óleo,Marina. Naufragio de un galeón,https://www.museodelprado.es/coleccion/obra-de-arte/marina-naufragio-de-un-galeon/cfbd7863-1543-4be2-91a7-949401cf3519
85,65,"Pizarro y Librado, Cecilio",0,0,0,1841,0,0,P005971,"Adquirido a Rufina Pizarro, hermana del autor, 1886; Museo del Prado, 1886-1897; Museo de Arte Moderno, 1897-1968.",0,Lienzo,Óleo,Una vista del claustro de la inclusa de Toledo,https://www.museodelprado.es/coleccion/obra-de-arte/una-vista-del-claustro-de-la-inclusa-de-toledo/2eebd8b2-b331-4c69-8792-56b53bbb2ee8
38,52,"Parra Abril, Miguel",0,0,0,Hacia 1845,0,0,P007941,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",0,Lienzo,Óleo,Plato de dulces,https://www.museodelprado.es/coleccion/obra-de-arte/plato-de-dulces/6267aa97-d51d-4031-81cc-452852a46204
125,101,"Esquivel y Suárez de Urbina, Antonio María",0,0,0,1842,0,0,P002867,"Legado Mª. Antonia Díaz Álvarez, 1956",0,Lienzo,Óleo,Retrato de señora,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-seora/6edc5b97-4dfe-48a9-87c6-54485ca56680
69,"57,5",0,"Weiss, Rosario",0,0,1841,0,0,P008468,"Coleccion Marcos Larriba; adquirido por el Museo del Prado con fondos propios, 2024",0,Lienzo,Óleo,La atención (autorretrato),https://www.museodelprado.es/coleccion/obra-de-arte/la-atencion-autorretrato/480281b2-9e70-4309-8004-73e502949157
88,69,"López, Juan",0,0,0,1842,0,0,P004410,"Donación de José Joaquín Herrero al Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",0,Lienzo,Óleo,Retrato de señora,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-seora/c3758983-d0f7-411a-ba6e-a79a596d2b33
"178,5",110,"Madrazo y Kuntz, Federico de",0,0,0,1842,0,0,P004452,"Colección Federico de Madrazo y Kuntz; Herederos del artista, 1894; Col. baronesa de Andilla, 1913; col. barón de Andilla, 1946; col. Adolfo Hidalgo, 1951; Museo de Arte Moderno, 1952-1971",0,Lienzo,Óleo,Federico Flórez y Márquez,https://www.museodelprado.es/coleccion/obra-de-arte/federico-florez-y-marquez/6b4dab0d-45e2-4afe-8c75-84cf9603cf9f
107,"88,5","López Portaña, Vicente",0,0,0,1842,0,0,P000870,"Legado de Matilde Zengotita Bengoa, hija del retratado, al Museo del Prado, 1904.",0,Lienzo,Óleo,El coronel Juan de Zengotita Bengoa,https://www.museodelprado.es/coleccion/obra-de-arte/el-coronel-juan-de-zengotita-bengoa/84d4c570-bac7-46e1-9f02-0821ec8863f4
125,94,"Esquivel y Suárez de Urbina, Antonio María",0,0,0,1842,0,0,P004300,"Museo de Arte Moderno; Museo Español de Arte Contemporáneo, 1968-1971",0,Lienzo,Óleo,Cesáreo María Sáenz y de la Barrera,https://www.museodelprado.es/coleccion/obra-de-arte/cesareo-maria-saenz-y-de-la-barrera/4bbfd7c8-6859-452c-a628-4c44da20bb10
111,"81,5","Tegeo Díaz, Rafael",0,0,0,1842,0,0,P007619,"Adquirido a Edmund Peel & Asociados, Madrid, con fondos de la herencia de Manuel Villaescusa, 1992.",0,Lienzo,Óleo,Niña sentada en un paisaje,https://www.museodelprado.es/coleccion/obra-de-arte/nia-sentada-en-un-paisaje/1429b713-2f27-45de-a2d2-3bb80b4802a8
184,110,"Esquivel y Suárez de Urbina, Antonio María",0,0,0,1842,0,0,P007974,"Señor Balmaseda, Sevilla, 1842; Bartolomé Santamarca, Madrid; condesa de Santamarca, Madrid, 1926; colección de Santamarca, Madrid, 1926-42; colección Morales; Domingo Carlés, Barcelona, 1957; Juan Andreu, Barcelona, 1959; comercio, Madrid, 2006; adquirido en 2007, con destino al Museo del Prado.",0,Lienzo,Óleo,El nacimiento de Venus,https://www.museodelprado.es/coleccion/obra-de-arte/el-nacimiento-de-venus/69b692e1-4de2-4a4b-b046-4051c877b2db
"31,5","25,5","López Piquer, Bernardo",0,0,0,Hacia 1847,0,0,P007742,"Colección condesa de Villarrea, Madrid; comercio, Madrid, 1994; Adquisición como dación en pago de impuestos de la Empresa Fervisa - Sociedades constitutivas de la Herencia de Manuel Villaescusa, 1996; Museo del Prado, 2000",0,Lienzo,Óleo,"Vicente López, padre del artista",https://www.museodelprado.es/coleccion/obra-de-arte/vicente-lopez-padre-del-artista/70051781-cb39-4e79-ab0a-73a792896c7a
"72,7","56,2","Esquivel y Suárez de Urbina, Antonio María",0,0,0,1842 - 1846,0,0,P007991,"Conde de Adanero, Madrid, 1886; X marqués de Castro-Serna, 1905; Álvaro de Ulloa, conde de Adanero y marqués de Castro-Serna; colección particular, Madrid; adquirido a Caylus Anticuario, Madrid, 2008",0,Lienzo,Óleo,El escritor José de Espronceda,https://www.museodelprado.es/coleccion/obra-de-arte/el-escritor-jose-de-espronceda/e97beaab-f0a3-4f73-8302-1c8185110410
280,182,"Esquivel y Suárez de Urbina, Antonio María",0,0,0,1842,0,0,P006017,"Adquirido a Marcos Hiráldez de Acosta, 1894; Museo de Arte Moderno, 1896-1971",0,Lienzo,Óleo,El Salvador,https://www.museodelprado.es/coleccion/obra-de-arte/el-salvador/e198b51c-b6e6-456f-93bd-e6c099f4900a
29,19,"Lucas Velázquez, Eugenio",0,0,0,1843,0,0,P004441,"Donación de María de los Ángeles Sainz de la Cuesta, en memoria de su marido Juan Vitórica Casuso, conde de los Moriles, al Museo de Arte Moderno, 1968; Museo Español de Arte Contemporáneo, 1968-1971; Museo del Prado, 1971",0,Tabla,Óleo,Majas,https://www.museodelprado.es/coleccion/obra-de-arte/majas/c5d66b49-1867-43e7-9151-77e92712a919
125,93,"Esquivel y Suárez de Urbina, Antonio María",0,0,0,1843,0,0,P004797,"Adquirido para el Museo de Arte Moderno, 1916; Museo de Arte Moderno, 1916-1968; Museo Español de Arte Contemporáneo, 1968-1971",0,Lienzo,Óleo,Amparo Romero,https://www.museodelprado.es/coleccion/obra-de-arte/amparo-romero/a00c2ed7-4e3e-4bba-81d2-0007771812e2
226,141,"Arbiol y Rodríguez, Vicente",0,0,0,Hacia 1848,0,0,P006904,"Colección Real, encargado al autor, 1848",Serie Cronológica de los Reyes de España,Lienzo,Óleo,Juan I,https://www.museodelprado.es/coleccion/obra-de-arte/juan-i/ff5b1443-7086-4a09-8b06-2392768e98ec
225,142,"Sainz, Francisco",0,0,0,Hacia 1848,0,0,P007071,"Colección Real, encargado al autor, con destino al Museo del Prado, 1857; Museo de Arte Moderno, 1896-1971",Serie Cronológica de los Reyes de España,Lienzo,Óleo,Enrique IV,https://www.museodelprado.es/coleccion/obra-de-arte/enrique-iv/2cd36491-eb98-4b72-8d6e-aca94a905856
225,"140,8","Madrazo y Kuntz, Luis de",0,0,0,Hacia 1848,0,0,P006088,"Colección Real, 1847; Museo de Arte Moderno, 1896-1971",Serie Cronológica de los Reyes de España,Lienzo,Óleo,Isabel la Católica,https://www.museodelprado.es/coleccion/obra-de-arte/isabel-la-catolica/298746d1-89d6-4458-98cd-dda74ae04eb0
225,141,"Montañés y Pérez, Bernardino",0,0,0,Hacia 1848,0,0,P006089,"Colección Real, 1848",Serie Cronológica de los Reyes de España,Lienzo,Óleo,Fernando el Católico,https://www.museodelprado.es/coleccion/obra-de-arte/fernando-el-catolico/2baa619e-8224-4f63-9e0c-ad9568874e60
205,128,"Sainz, Francisco (Obra copiada de: Madrazo y Kuntz, Federico de)",0,0,0,Hacia 1848,0,0,P007381,"Colección Real, Serie Cronológica de los Reyes de España, 1847; Museo de Arte Moderno, 1896-1971",0,Lienzo,Óleo,"El rey Francisco de Asís, con uniforme de capitán general",https://www.museodelprado.es/coleccion/obra-de-arte/el-rey-francisco-de-asis-con-uniforme-de-capitan/5aa2f3ec-a99a-4db9-9fce-c622c35960fd
120,92,"Parra Abril, Miguel",0,0,0,1844,0,0,P007939,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",0,Lienzo,Óleo,Cesta de flores y vista del Palacio Real de Valencia,https://www.museodelprado.es/coleccion/obra-de-arte/cesta-de-flores-y-vista-del-palacio-real-de/b91df383-5ab7-407a-9442-74aff22062db
120,92,"Parra Abril, Miguel",0,0,0,1844,0,0,P007940,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",0,Lienzo,Óleo,Florero sobre una silla,https://www.museodelprado.es/coleccion/obra-de-arte/florero-sobre-una-silla/d69edee4-150a-428e-a94b-6a693c69cd29
38,"45,5","Alenza y Nieto, Leonardo",0,0,0,1844,0,0,P007945,"Enrique Sánchez Rueda, 1932; colección particular vizcaína, hacia 1950; adquirido en Christie's Madrid para el Museo del Prado, 2006.",0,Lienzo,Óleo,El sacamuelas,https://www.museodelprado.es/coleccion/obra-de-arte/el-sacamuelas/3cf7b7f6-c0c4-4fc4-9047-bec8e6557a15
38,"45,5","Alenza y Nieto, Leonardo",0,0,0,1844,0,0,P007946,"Enrique Sánchez Rueda, 1932; colección particular vizcaína, hacia 1950; adquirido en Christie’s de Madrid por el Museo del Prado, 2006.",0,Lienzo,Óleo,El triunfo de Baco,https://www.museodelprado.es/coleccion/obra-de-arte/el-triunfo-de-baco/4379ea04-8b84-4d42-8dab-b2cd59503ba1
154,93,"Gutiérrez de la Vega y Bocanegra, José",0,0,0,1844,0,0,P007559,"Ramón Flórez Mendeville, Calle Espalter 2, Madrid; incautado por Caja General de Reparaciones, 23/11/1937; Depósito en el Monasterio de Pedralbes, Barcelona, 17/09/1939; entrega del Servicio de Defensa del Patrimonio Artístico Nacional al Museo de Arte Moderno, 22/07/1942; Museo de Arte Moderno, 1942-1971",Obras incautadas. Un proceso abierto,Lienzo,Óleo,Alegoría del Nuevo Testamento,https://www.museodelprado.es/coleccion/obra-de-arte/alegoria-del-nuevo-testamento/e6573d45-5ed3-4ce8-bf29-3c1cc3c14580
213,147,"Anónimo (Obra copiada de: Madrazo y Kuntz, Federico de)",0,0,0,Después de 1844,0,0,P003298,Museo de la Trinidad,0,Lienzo,Óleo,Isabel II,https://www.museodelprado.es/coleccion/obra-de-arte/isabel-ii/8698ef1c-e40e-41e7-b6ac-f6467a8267fd
62,49,"Tegeo Díaz, Rafael",0,0,0,1845,0,0,P004661,"Museo de Arte Moderno, (adquisición) 1941; Museo Español de Arte Contemporáneo, 1968-1971",0,Lienzo,Óleo,José Antonio Ponzoa y Cebrián,https://www.museodelprado.es/coleccion/obra-de-arte/jose-antonio-ponzoa-y-cebrian/ed03e8a5-2392-44eb-a064-c98f846e5b76
105,85,"Tegeo Díaz, Rafael",0,0,0,1845,0,0,P007721,"Donación Rosario Sánchez Aristizábal, 1956; Museo de Arte Moderno, 1956-1971",0,Lienzo,Óleo,Retrato de señora,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-seora/4f1cf19d-e182-4ca1-88da-c82faf9c8641
105,85,"Tegeo Díaz, Rafael",0,0,0,1845,0,0,P007720,"Donación Rosario Sánchez Aristizábal, 1956; Museo de Arte Moderno, 1956-1971",0,Lienzo,Óleo,Retrato de caballero,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-caballero/3fe504ab-e8bd-4fe0-a276-5d91d6b0884d
221,138,"Atribuido a Gutiérrez de la Vega y Bocanegra, José",0,0,0,1845 - 1848,0,0,P006953,"Entrega del Servicio de Defensa del Patrimonio Artístico Nacional al Museo de Arte Moderno, 22/07/1942; Museo de Arte Moderno, 1942-1968; Museo Español de Arte Contemporáneo, 1968-1971",Obras incautadas. Un proceso abierto,Lienzo,Óleo,"El canónigo José Olcina y Macía, caballero de Montesa",https://www.museodelprado.es/coleccion/obra-de-arte/el-canonigo-jose-olcina-y-macia-caballero-de/c6b86722-001d-49a2-8f12-d26a3fad9b24
141,103,"Giuliani, Andrea",0,0,0,1845,0,0,P006933,"Donación de Carmen Flores con destino al Museo de Arte Moderno, 1918; Museo de Arte Moderno, 1918-1971.",0,Lienzo,Óleo,Retrato de señora,https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-seora/a012965b-c5ed-42a3-b805-f8ab7f20fadd
12,18,"Meijer, Johan Hendrik Louis",0,0,0,1845 - 1850,0,0,P004507,"Donación Mª. de los Dolores Hernández y Márquez, marquesa viuda de Cabriñana del Monte, con destino al Museo del Prado, 1894; Museo del Prado, 1894-1896; Museo de Arte Moderno, 1896-1968; Museo Español de Arte Contemporáneo, 1968-1973",0,Tabla,Óleo,Marina,https://www.museodelprado.es/coleccion/obra-de-arte/marina/df3b1def-7741-4953-92cb-d4693e379fd3
25,31,0,"Pizarro Ramírez, Carmen",0,0,1845 - 1850,0,0,P003699,"Manuel Álvarez de Toledo y Lesparre, XII duque de Pastrana, 1886; donación de María Dionisia Vives y Zires, duquesa de Pastrana, 1889; Museo Nacional de Pintura y Escultura (Museo del Prado), 1889-1896; Museo de Arte Moderno, 1896-1971",0,Hojalata,Óleo,Marina,https://www.museodelprado.es/coleccion/obra-de-arte/marina/e4af60be-e641-4e0a-92fe-6f9fe9461be0
224,152,"Galofre y Coma, José",0,0,0,Hacia 1850,0,0,P003372,"Adquisición, 1872",0,Lienzo,Óleo,Isabel II,https://www.museodelprado.es/coleccion/obra-de-arte/isabel-ii/e7f594f6-3e77-44d2-bb5d-cf40b0796188
48,38,"Lucas Velázquez, Eugenio",0,0,0,Hacia 1850,0,0,P004411,"Donación de María de los Ángeles Sainz de la Cuesta, en memoria de su marido Juan Vitórica Casuso, conde de los Moriles, al Museo de Arte Moderno, 1968; Museo Español de Arte Contemporáneo, 1968-1971",0,Lienzo,Óleo,El ajusticiado,https://www.museodelprado.es/coleccion/obra-de-arte/el-ajusticiado/a7b3ca1e-5272-4867-9e86-1fd639f3a7f1
82,"62,5","Romero y López, José María",0,0,0,Hacia 1850,0,0,P004607,"Donado por Inés Santaló, viuda de San Juan, al Museo de Arte Moderno, 1954; Museo de Arte Moderno, 1954-1968; Museo de Arte Contemporáneo, 1968-1971",0,Lienzo,Óleo,Ricardo y Federico Santaló,https://www.museodelprado.es/coleccion/obra-de-arte/ricardo-y-federico-santalo/da9d2e39-981b-4505-bd16-becd8ca3fe38
216,153,"Lucas Velázquez, Eugenio",0,0,0,Hacia 1850,0,0,P004424,Museo de Arte Moderno,0,Lienzo,Óleo,El cazador,https://www.museodelprado.es/coleccion/obra-de-arte/el-cazador/cfec0671-994a-4ccf-900e-af7a92942bcc
32,43,"Lucas Velázquez, Eugenio",0,0,0,Hacia 1850,0,0,P004433,"¿Miguel Ponte y Manso de Zúñiga, marqués de Bóveda de Limia, Paseo de la Castellana 19, primero entresuelo izquierdo, Madrid?; Junta de Incautación y Protección del Tesoro Artístico, 20/08/1936; entrega del Servicio de Defensa del Patrimonio Artístico Nacional al MUseo de Arte Moderno, 22/07/1942; Museo de Arte Moderno, 1942-1968; Museo Español de Arte Contemporáneo, 1968-1971",Obras incautadas. Un proceso abierto,Hojalata,Óleo,Paisaje con caminantes,https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-caminantes/c17f7396-561f-4edb-8e7f-4cc66fcb8518
83,62,"Romero y López, José María",0,0,0,Hacia 1850,0,0,P004608,"Donado por Inés Santaló, viuda de San Juan, 1954; Museo de Arte Moderno, 1954-1971",0,Lienzo,Óleo,"Enrique, Concepción y Salud Santaló",https://www.museodelprado.es/coleccion/obra-de-arte/enrique-concepcion-y-salud-santalo/664e8d08-93ed-4aa6-a4dd-bcff857c031a
"195,5","133,3","Espalter y Rull, Joaquín",0,0,0,Hacia 1850,0,0,P005493,"Nuevas Adquisiciones, 1880; Museo del Prado, 1880-1896; Museo de Arte Moderno, 1896-1971",0,Lienzo,Óleo,Sansón,https://www.museodelprado.es/coleccion/obra-de-arte/sanson/3b0e6ef3-893d-4a4e-ac99-9200282a6b91
88,63,Anónimo,0,0,0,Hacia 1850,0,0,P004676,"Donación F. Bassols al Museo de Arte Moderno, 1949; Museo de Arte Moderno, 1949-1971; Museo del Prado, 1971",0,Lienzo,Óleo,San Antonio de Padua,https://www.museodelprado.es/coleccion/obra-de-arte/san-antonio-de-padua/b4ebf57e-7725-4672-8111-164979eddad1
