"numero_catalogo","titulo","url","nombre_autor","procedencia","fecha","alto","ancho","exito","razon","area","tam_cat","orientacion","soporte","soporte_grp","sop_montaje","tecnica","tec_oleo","tec_acuosas","tec_mixta","tec_fresco","tec_otras","tipo_autor","serie","fecha_est","fecha_cat","tema"
"P008016","La condesa-duquesa de Benavente (?), acompañada de Mercedes de Rojas y Tello, futura marquesa de Villanueva de Duero, y su hija María Asunción","https://www.museodelprado.es/coleccion/obra-de-arte/la-condesa-duquesa-de-benavente-acompaada-de/669aaa1f-0c3e-4d82-9c87-59f24204b577","Esteve y Marqués, Agustín","Madrid, Colección Condes de Bornos; depositado por sus propietarios en el Museo de Bellas Artes de Valencia, 2005-2008","Hacia 1797 (Modificado después de 1802)",198.5,145.5,0,1.36426116838488,28881.75,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"1-10","religioso"
"P007661","El Jardín Botánico desde el Paseo del Prado","https://www.museodelprado.es/coleccion/obra-de-arte/el-jardin-botanico-desde-el-paseo-del-prado/e7d3ff35-7cfe-42a6-90f2-64737fb96c54","Paret y Alcázar, Luis","Colección del marqués de Salamanca; colección particular inglesa, 1912; anticuario Apolinar Sánchez; colección de la condesa de Arteche, Las Arenas, Vizcaya; adquirida en Galería Caylus, Madrid, con fondos de la herencia de Manuel Villaescusa, 1993.","1792 - 1799",58,88,0,1.51724137931034,5104,"mediano","horizontal","Tabla","Tabla/Panel",0,"Óleo",1,0,0,0,0,"hombre",0,1796,"1-10","paisaje_lugares"
"P004718","La infanta María Isabel de Borbón, niña, con carrito de juguete","https://www.museodelprado.es/coleccion/obra-de-arte/la-infanta-maria-isabel-de-borbon-nia-con-carrito/f8049c61-6bd4-4145-b329-e735b4b5eb4d","Bayeu y Subías, Ramón","Colección Real (Madrid, Palacio Real, 1814)","1791 - 1792",112.5,77,0,1.46103896103896,8662.5,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1792,"1-10","religioso"
"P007112","Las gigantillas","https://www.museodelprado.es/coleccion/obra-de-arte/las-gigantillas/0c33d85f-385f-4049-bf88-40d8b535649c","Goya y Lucientes, Francisco de","Colección Real. Entregado en fecha indeterminada, en 1792, a la Real Fábrica de Tapices de Santa Bárbara, Madrid. Transferido entre 1856-1857 desde la Fábrica de Tapices al Palacio Real, Madrid (sótanos del oficio de Tapicería). Desapareció del Palacio Real en 1869, junto con otros cartones. En 1913 el gobierno español identificó esta obra al ponerse a la venta en París, en la Galeria Marczell von Némés, de Budapest. Su comprador, el barón Herzog, la regaló al rey Alfonso XIII, quien a su vez la cedió en depósito al Museo del Prado, donde ingresó el 1 de marzo de 1914.","1791 - 1792",137,104,0,1.31730769230769,14248,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1792,"1-10","otros"
"P008360","Paisaje con perros","https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-perros/059b1d7d-0b14-4743-a3df-769e4be599b3","Morland, George","Herencia de Juan José Luna Fernández, 2020","1793",61,76.5,0,1.25409836065574,4666.5,"pequeno","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1793,"0","paisaje_lugares"
"P004499","José María Delgado y Gálvez","https://www.museodelprado.es/coleccion/obra-de-arte/jose-maria-delgado-y-galvez/27ccf530-b91b-4db1-9af1-2df41f54027b","Martínez de Acevedo","Incautado por A.S.M. (Asociación Socialista Madrileña); entregado a Junta de Incautación y Protección del Tesoro Artístico; entrega del Servicio de Defensa del Patrimonio Artístico Nacional al Museo de Arte Moderno, 22/07/1942; Museo de Arte Moderno, 1942-1971","1793",62,49,0,1.26530612244898,3038,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1793,"0","religioso"
"P007021","Naufragos llegando a la costa","https://www.museodelprado.es/coleccion/obra-de-arte/naufragos-llegando-a-la-costa/e1418f8d-621f-4508-9574-b048e463b3e5","Pillement, Jean","Adquisición, 1984","1793 - 1800",56,80,0,1.42857142857143,4480,"pequeno","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1796,"1-10","paisaje_lugares"
"P002784","El general Antonio Ricardos","https://www.museodelprado.es/coleccion/obra-de-arte/el-general-antonio-ricardos/782c89da-e3fd-48e4-8210-f553ddb7ba83","Goya y Lucientes, Francisco de","Francisca María Dávila, marquesa de Trillas y viuda del general, lo regaló a Manuel Godoy, 1794; Depósito General de Secuestros de la calle Alcalá, ""almacén de cristales"", entre los cuadros y otros bienes incautados a Godoy, 1813; Palacio de Boadilla del Monte (Madrid), entre los bienes devueltos a la Condesa de Chinchón, 1814. Adquirido a los herederos, en 1899, por Pedro Fernández Durán; ingresó en el Museo por el legado Pedro Fernández Durán y Bernaldo de Quirós, 1931","1793",112,84,0,1.33333333333333,9408,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1793,"0","historia_alegoria"
"P003045","Los cómicos ambulantes","https://www.museodelprado.es/coleccion/obra-de-arte/los-comicos-ambulantes/e5dfe9a1-eb6a-4fa5-a138-d22c042f5b4e","Goya y Lucientes, Francisco de","Ángela Sulpice Chopinot, Madrid antes de 1805 (?); conde de Adanero, Madrid, 1886; por herencia a su hermano, el X marqués de Castro-Serna; por herencia a su hijo, el vizconde de Roda; por herencia a Ramón Jordán de Urríes y de Ulloa, conde de San Clemente, nieto del anterior. Adquirida por el Estado con destino al Museo del Prado en 1962.","1793",42.6,31.8,0,1.33962264150943,1354.68,"pequeno","vertical","Hojalata","Metal",0,"Óleo",1,0,0,0,0,"hombre",1,1793,"0","otros"
"P000736","El general don José de Urrutia","https://www.museodelprado.es/coleccion/obra-de-arte/el-general-don-jose-de-urrutia/dbd44873-c504-42aa-a7c0-3b27f08540b3","Goya y Lucientes, Francisco de","Casa ducal de Osuna, Madrid, desde 1798. Vendido en la almoneda de los bienes de la casa ducal, 1896. Adquirido por el Ministerio de Fomento para el Museo del Prado, 1896","Hacia 1798",199.5,134.5,0,1.48327137546468,26832.75,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1798,"0","retrato_corte"
"P002573","Escena de una comedia","https://www.museodelprado.es/coleccion/obra-de-arte/escena-de-una-comedia/2dbbae50-7d5d-48bd-adf9-2ffc8fe8282a","Atribuido a Juliá, Asensio","Pintado para la casa ducal de Osuna, Madrid; Colección Baüer, Madrid; Félix Boix Sáenz, Madrid, hasta 1934; Adquirido a Félix Boix Sáenz, 1934","Hacia 1798",43,56,0,1.30232558139535,2408,"pequeno","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1798,"0","vida_cotidiana"
"P007748","Vuelo de brujas","https://www.museodelprado.es/coleccion/obra-de-arte/vuelo-de-brujas/5e44d19d-7cda-472b-b6d8-8868c599d252","Goya y Lucientes, Francisco de","Duque de Osuna, palacete de la Alameda, Madrid, 1798. Venta de los bienes de Osuna, Madrid, 1896, nº 83; Ramón Ibarra, Madrid; Colección Ibarra, Bilbao; Colección Luis Arana, Bilbao (Sotheby-Peel, Madrid, 19 de diciembre de 1985, nº 11); Jaime Ortiz Patiño, Sotogrande, Huelva, 1985-1998; adquirido por el Estado con destino en el Museo del Prado, con fondos de la herencia de Manuel Villaescusa, en 2000","Hacia 1798",43.5,30.5,0,1.42622950819672,1326.75,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1798,"0","otros"
"P002481","La Monarquía española","https://www.museodelprado.es/coleccion/obra-de-arte/la-monarquia-espaola/37c1241d-6542-4882-a6d0-7b6b94eb87d3","Bayeu y Subías, Francisco","Colección Real (adquirido por Isabel II a Julián María Piñera, 1842)","1794",63,59,0,1.06779661016949,3717,"pequeno","vertical","Lienzo","Lienzo",0,"Grisalla; Óleo",1,0,0,0,1,"hombre",1,1794,"0","otros"
"P007020","La duquesa de Alba y su dueña","https://www.museodelprado.es/coleccion/obra-de-arte/la-duquesa-de-alba-y-su-duea/615beaa2-ae0b-4907-b99b-52d5554c8d03","Goya y Lucientes, Francisco de","Duquesa de Alba (?), 1802. Por herencia a Tomás de Berganza, 1807. Por herencia a su hijo, Luis de Berganza, Madrid, 1834. Por herencia a sus descendientes, Carmen Berganza de Martín (Madrid, ca. 1900), Pilar Martín Berganza, Antonio Martín. Venta Sotheby's, Madrid, 27-II-1985.","1795",33,27.7,0,1.1913357400722,914.1,"pequeno","vertical","Lienzo sin forrar","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1795,"0","retrato_corte"
"P002473","Anna Escher von Muralt","https://www.museodelprado.es/coleccion/obra-de-arte/anna-escher-von-muralt/4a9319e2-4f40-4994-ac85-176140ff2132","Kauffmann, Angelica","Legado Luis de Errazu y Rubio de Tejada, 1926","Hacia 1800",110,86,0,1.27906976744186,9460,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"mujer",0,1800,"0","otros"
"P000721","El pintor Francisco Bayeu","https://www.museodelprado.es/coleccion/obra-de-arte/el-pintor-francisco-bayeu/ac0da826-260f-402c-9c31-d361e996f5f3","Goya y Lucientes, Francisco de","Feliciana Bayeu, 1796; Pedro Ibáñez, marido de la anterior; Felipa Ibáñez Bayeu, hija de los anteriores; Andrés Mollinedo, hijo de la anterior; Nuevas Adquisiciones Museo de la Trinidad, 1866. Museo del Prado, 1872.","1795",112,84,0,1.33333333333333,9408,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1795,"0","proceso_obra"
"P007775","Autorretrato","https://www.museodelprado.es/coleccion/obra-de-arte/autorretrato/93d004b2-c4a6-428a-96fe-7c52b1283af7","Goya y Lucientes, Francisco de","Duquesa de Alba (?), 1802. Por herencia a Tomás de Berganza, 1807. Por herencia a su hijo, Luis de Berganza, Madrid, 1834. Por herencia a sus descendientes, Carmen Berganza de Martín (Madrid, ca. 1900), Pilar Martín Berganza, Antonio Martín. Venta Edmund Peel & Asociados, Madrid, 31.10.1989. Colección Gutiérrez de Calderón, 1989-1995. Adquirido por el Estado con destino al Museo del Prado, con fondos de la herencia de Manuel Villaescusa, 1995.","1795",18.2,12.2,0,1.49180327868852,222.04,"pequeno","vertical","Lienzo sin forrar","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1795,"0","retrato_corte"
"P003084","Retrato de caballero","https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-caballero/7b737d75-0b68-4dea-a407-7c88c7052d46","Opie, John","Adquisición a Jan G. Appleby, Londres, 1965.","Hacia 1800",100,90,0,1.11111111111111,9000,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"0","retrato_corte"
"P000742","La maja desnuda","https://www.museodelprado.es/coleccion/obra-de-arte/la-maja-desnuda/65953b93-323e-48fe-98cb-9d4b15852b18","Goya y Lucientes, Francisco de","Colección Manuel Godoy, Madrid, 1808. Trasladada al Depósito General de Secuestros, situado en el almacén que la Fábrica de Cristales de San Ildefonso tenía en la calle Alcalá, el 18 de diciembre de 1813. Depositada en dependencias del Tribunal de la Inquisición el 28 de noviembre de 1814. Trasladada a la Real Academia de Bellas Artes de San Fernando el 13 de abril de 1836. Custodiada en dependencias privadas de la Academia hasta principios del último tercio del siglo XIX. Ingresó en el Museo del Prado en 1901.","1795 - 1800",97.3,190.6,0,1.95889003083248,18545.38,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1798,"1-10","vida_cotidiana"
"P003116","Mrs. MacLean of Kinlochaline","https://www.museodelprado.es/coleccion/obra-de-arte/mrs-maclean-of-kinlochaline/bf92aa32-6fa0-4e17-8220-540c129ad131","Raeburn, Henry","Robert Craigie, Londres; Frank Patridge, Londres, 1966. Adquirido para el Museo del Prado en 1966.","Hacia 1800",75,63,0,1.19047619047619,4725,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"0","otros"
"P007938","Besugo","https://www.museodelprado.es/coleccion/obra-de-arte/besugo/16bc56e3-3cab-4eaf-986d-95006d39d97d","Montalvo, Bartolomé","Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.","Hacia 1800",51,38,0,1.34210526315789,1938,"pequeno","vertical","Tabla","Tabla/Panel",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"0","otros"
"P005338","La multiplicación de los panes y los peces","https://www.museodelprado.es/coleccion/obra-de-arte/la-multiplicacion-de-los-panes-y-los-peces/0b6c2286-9e59-459a-9a07-12827ddac406","Anónimo","Seminario de Nobles de la Compañía de Jesús, Madrid; pasó a la Escuela Normal Central de Instrucción Pública Primaria de Madrid; pasó al Museo Nacional de Pintura y Escultura, 1856.","Hacia 1800",252,700,0,2.77777777777778,176400,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"anonimo",0,1800,"0","otros"
"P002995","Joaquín Company, arzobispo de Zaragoza y Valencia","https://www.museodelprado.es/coleccion/obra-de-arte/joaquin-company-arzobispo-de-zaragoza-y-valencia/7d4786df-62c5-4378-8dd5-5f6e9871a527","Anónimo (Copia: Goya y Lucientes, Francisco de)","Adquirido por el Ministerio de Educación Nacional a D. José Miguel Pérez Ortiz, Madrid, no conociéndose su procedencia anterior; ingresó en el Prado por O.M. de 30 marzo de 1957.","Hacia 1800",44,31,0,1.41935483870968,1364,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"0","otros"
"P008256","Manuela Isidra Téllez-Girón, futura duquesa de Abrantes","https://www.museodelprado.es/coleccion/obra-de-arte/manuela-isidra-tellez-giron-futura-duquesa-de/2766832f-5cf0-44b8-aad4-63bbdd48ddb2","Esteve y Marqués, Agustín","María Josefa de la Soledad Alonso-Pimentel, IX duquesa de Osuna; Manuela Isidra Téllez-Girón, VIII duquesa de Abrantes; Pedro de Alcántara Carvajal y Téllez-Girón, IX marqués de Villalba de los Llanos; marqueses de Arneva; colección particular, Madrid; adquirido para el Museo del Prado con fondos procedentes de la donación de Óscar Alzaga Villaamil, 2017","1797",110.5,86,0,1.28488372093023,9503,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1797,"0","retrato_corte"
"P000715","Adoración del Espíritu Santo por los ángeles","https://www.museodelprado.es/coleccion/obra-de-arte/adoracion-del-espiritu-santo-por-los-angeles/740341f4-351e-422f-b58b-87f89a5855a8","Gómez Pastor, Jacinto","Colección Real","1797",46,46,0,1,2116,"pequeno","cuadrado","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1797,"0","religioso"
"P007523","El Buen Pastor","https://www.museodelprado.es/coleccion/obra-de-arte/el-buen-pastor/a181860b-d9cf-4ea5-8ed0-a3b40fe5f755","López Portaña, Vicente","Museo de la Trinidad","Hacia 1800",22.8,16.8,0,1.35714285714286,383.04,"pequeno","vertical","Tabla","Tabla/Panel",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"0","religioso"
"P002581","Joaquina Téllez-Girón, hija de los IX duques de Osuna","https://www.museodelprado.es/coleccion/obra-de-arte/joaquina-tellez-giron-hija-de-los-ix-duques-de/0a8bde7f-af8e-45d3-a013-9f4946f7a389","Esteve y Marqués, Agustín","Duques de Osuna en el siglo XVIII, Madrid; descendientes de los duques de Osuna (sras. de Gutiérrez), Madrid; adquirido por el Estado español para el Museo del Prado a Francisca Gutiérrez, Almendralejo (Badajoz), 1934.","1798",190,116,1,1.63793103448276,22040,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1798,"0","vida_cotidiana"
"P000738","El cardenal don Luis María de Borbón y Vallabriga","https://www.museodelprado.es/coleccion/obra-de-arte/el-cardenal-don-luis-maria-de-borbon-y-vallabriga/95511749-a8a1-4472-b867-82b5d8487efa","Goya y Lucientes, Francisco de","Enviado al Museo por el Ministerio de Estado, en 1906.","Hacia 1802",214,136,1,1.57352941176471,29104,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1802,"0","religioso"
"P007259","Martín Antonio Álvarez de Sotomayor y Soto-Flores, conde de Colomera","https://www.museodelprado.es/coleccion/obra-de-arte/martin-antonio-alvarez-de-sotomayor-y-soto-flores/dee554ee-9e6a-4217-a347-4ac774bf117a","Esteve y Marqués, Agustín","Adscripción","1798",205,146,0,1.4041095890411,29930,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1798,"0","retrato_corte"
"P003118","La diosa Cibeles ofreciendo a la Tierra sus productos","https://www.museodelprado.es/coleccion/obra-de-arte/la-diosa-cibeles-ofreciendo-a-la-tierra-sus/0e705499-8369-4ee9-8f82-efe4b604dd90","Maella, Mariano Salvador","Colección Real","1798",55,62,0,1.12727272727273,3410,"pequeno","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1798,"0","mitologia"
"P003113","El prendimiento de Cristo","https://www.museodelprado.es/coleccion/obra-de-arte/el-prendimiento-de-cristo/8023b449-f5f9-413f-9514-ce37a28b4164","Goya y Lucientes, Francisco de","Luis Rotondo, Madrid, 1867. Condes de Sobradiel, por herencia a su nieta, Rosa Cavero y de ella a sus hijas, Mª Pilar, Rosa y Mª Josefa Caro y Cavero, que lo ofrecieron al Museo del Prado en 1964. Adquirido por el Real Patronato del Museo del Prado a Florencio Milicua, Barcelona, en 1966.","1798",40.2,23.1,0,1.74025974025974,928.62,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1798,"0","religioso"
"P003236","Gaspar Melchor de Jovellanos","https://www.museodelprado.es/coleccion/obra-de-arte/gaspar-melchor-de-jovellanos/e986896f-2db4-42b5-a318-5be5ac6305ce","Goya y Lucientes, Francisco de","Gaspar Melchor de Jovellanos, pagado el 19 de julio de 1798, Madrid. Legado a su amigo Juan José Arias de Saavedra en 1802. En fecha incierta, en la colección de Antonio Botija, descendiente del anterior. 1877, ofrecido por éste al Museo del Prado en ese año, no siendo aceptada su adquisición ante el informe preceptivo de la Real Academia de San Fernando. Mariano Santamaría, anticuario, Madrid 1887. Duques de las Torres, Madrid 1916. Vizcondesa de Irueste, Madrid 1921. Adquirido por el Estado con destino al Museo del Prado a los herederos de la anterior, Satrústegui Figueroa, Navarro Figueroa, Satrústegui y Sotomayor Basabe, en 1974.","1798",205,133,1,1.54135338345865,27265,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1798,"0","otros"
"P008205","San Sebastián","https://www.museodelprado.es/coleccion/obra-de-arte/san-sebastian/9d2afe73-42a3-4167-b424-a1976dad5a86","Schick, Gottlieb Christian","Donación Pablo de Jevenois Acillona, 2015.","1798 - 1802",101,78.8,0,1.28172588832487,7958.8,"mediano","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"1-10","religioso"
"P007936","Florero con rosas y otras flores","https://www.museodelprado.es/coleccion/obra-de-arte/florero-con-rosas-y-otras-flores/2f079171-ca27-41e9-95c2-4730b061504a","Alabert, Santiago","Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.","1799",42,30,0,1.4,1260,"pequeno","vertical","Tabla","Tabla/Panel",0,"Óleo",1,0,0,0,0,"hombre",0,1799,"0","bodegon_floral"
"P000720","La reina María Luisa a caballo","https://www.museodelprado.es/coleccion/obra-de-arte/la-reina-maria-luisa-a-caballo/9bd956e0-d660-4a70-bf36-bf5ad69df7cf","Goya y Lucientes, Francisco de","Colección Real (Palacio Real, Madrid, 1808; Palacio Real, Madrid, callejón de paso a las tribunas, 1814-1818, s.n.)","1799",338,282,0,1.19858156028369,95316,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1799,"0","religioso"
"P007937","Florero con rosas y otras flores","https://www.museodelprado.es/coleccion/obra-de-arte/florero-con-rosas-y-otras-flores/d7021d1a-b022-40ea-841a-aacefac2c7af","Alabert, Santiago","Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.","1799",42,30,0,1.4,1260,"pequeno","vertical","Tabla","Tabla/Panel",0,"Óleo",1,0,0,0,0,"hombre",0,1799,"0","bodegon_floral"
"P000728","La reina María Luisa con mantilla","https://www.museodelprado.es/coleccion/obra-de-arte/la-reina-maria-luisa-con-mantilla/1149fdbc-6ee9-4298-8de9-1ad9467dee98","Esteve y Marqués, Agustín (Obra copiada de: Goya y Lucientes, Francisco de)","Colección Manuel Godoy, Madrid, hasta 1808; Colección Real (Palacio Real, Madrid, 1815; Real Museo, Madrid, Gabinete de Descanso, 1834, nº 14)","1799 - 1800",208,127,1,1.63779527559055,26416,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"1-10","religioso"
"P000727","Carlos IV en uniforme de coronel de la Guardia de Corps","https://www.museodelprado.es/coleccion/obra-de-arte/carlos-iv-en-uniforme-de-coronel-de-la-guardia-de/9a5baf9f-0dba-4ebf-a62c-9b116befea5d","Esteve y Marqués, Agustín (Obra copiada de: Goya y Lucientes, Francisco de)","Colección Manuel Godoy, Madrid, hasta 1808; Colección Real (Palacio Real, Madrid, 1815; Real Museo, Madrid, Gabinete de Descanso, 1834, nº 31)","1799 - 1800",207,127,1,1.62992125984252,26289,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"1-10","retrato_corte"
"P000719","Carlos IV a caballo","https://www.museodelprado.es/coleccion/obra-de-arte/carlos-iv-a-caballo/d0bdce6c-aa49-4c54-8c55-82071fb9a3fe","Goya y Lucientes, Francisco de","Colección Real (Palacio Real, Madrid, 1808; Palacio Real, Madrid, callejón de paso a las tribunas, 1814-1818, s.n.)","1799 - 1800",336,282,0,1.19148936170213,94752,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"1-10","retrato_corte"
"P000726","La familia de Carlos IV","https://www.museodelprado.es/coleccion/obra-de-arte/la-familia-de-carlos-iv/f47898fc-aa1c-48f6-a779-71759e417e74","Goya y Lucientes, Francisco de","Colección Real (Palacio Real, Madrid, ¿comedor del rey o en la sala de corte?, 1800; Palacio Real, Madrid, antiguo dormitorio de los príncipes, 1808; Palacio Real, Madrid, callejón de paso a las tribunas, 1814-1818; Real Museo, Madrid, Gabinete de Descanso, 1834, nº 13).","1800",280,336,0,1.2,94080,"grande","horizontal","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"0","retrato_corte"
"P000730","Francisco de Paula Antonio de Borbón y Borbón-Parma, infante de España","https://www.museodelprado.es/coleccion/obra-de-arte/francisco-de-paula-antonio-de-borbon-y/560c8da2-0836-4a3b-8193-087f872c735c","Goya y Lucientes, Francisco de","Colección Real (Palacio Real, Madrid, antiguo dormitorio de los príncipes, 1808; ¿Palacio Real, Madrid, piezas de entresuelo encima del callejón de tribunas, 1814-1818, s.n.?).","1800",74,60,0,1.23333333333333,4440,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1800,"0","retrato_corte"
"P000729","María Josefa de Borbón y Sajonia, infanta de España","https://www.museodelprado.es/coleccion/obra-de-arte/maria-josefa-de-borbon-y-sajonia-infanta-de-espaa/80dbd1d3-6f51-423d-ae59-93efbf85686f","Goya y Lucientes, Francisco de","Colección Real (Palacio Real, Madrid, antiguo dormitorio de los príncipes, 1808; ¿Palacio Real, Madrid, piezas de entresuelo encima del callejón de tribunas, 1814-1818, s.n.?).","1800",72,59,0,1.22033898305085,4248,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1800,"0","religioso"
"P000732","Luis de Borbón, príncipe de Parma y rey de Etruria","https://www.museodelprado.es/coleccion/obra-de-arte/luis-de-borbon-principe-de-parma-y-rey-de-etruria/4f1dd470-81e4-44ae-af5f-f1658886252c","Goya y Lucientes, Francisco de","Colección Real (Palacio Real, Madrid, antiguo dormitorio de los príncipes, 1808; ¿Palacio Real, Madrid, piezas de entresuelo encima del callejón de tribunas, 1814-1818, s.n.?).","1800",72.5,59.4,0,1.22053872053872,4306.5,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1800,"0","retrato_corte"
"P000733","Antonio Pascual de Borbón y Sajonia, infante de España","https://www.museodelprado.es/coleccion/obra-de-arte/antonio-pascual-de-borbon-y-sajonia-infante-de/d6b95dc2-4f77-484d-9e92-4dbbaab386f4","Goya y Lucientes, Francisco de","Colección Real (Palacio Real, Madrid, antiguo dormitorio de los príncipes, 1808; ¿Palacio Real, Madrid, piezas de entresuelo encima del callejón de tribunas, 1814-1818, s.n.?).","1800",72.5,59.3,0,1.22259696458685,4299.25,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1800,"0","retrato_corte"
"P007767","La condesa de Chinchón","https://www.museodelprado.es/coleccion/obra-de-arte/la-condesa-de-chinchon/bce64b6f-4648-42c0-9883-b08b20c6bf9a","Goya y Lucientes, Francisco de","Colección Manuel Godoy, 1800-1808. El 18 de diciembre de 1813, trasladado al Depósito General de Secuestros, situado en el almacén que la Fábrica de Cristales de San Ildefonso tenía en la calle Alcalá. Palacio de Boadilla del Monte (Madrid) entre los bienes devueltos a la condesa de Chinchón, 1814; en posesión de los descendientes directos (familia Rúspoli y Morenés) hasta su adquisición por el Estado, con destino al Museo del Prado, a través de la Empresa Fervisa - Sociedades constitutivas de la Herencia de Manuel Villaescusa, en 2000.","1800",216,144,0,1.5,31104,"grande","vertical","Lienzo sin forrar","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1800,"0","retrato_corte"
"P000731","Carlos María Isidro de Borbón y Borbón-Parma, infante de España","https://www.museodelprado.es/coleccion/obra-de-arte/carlos-maria-isidro-de-borbon-y-borbon-parma/e8a98141-b591-45c6-9623-e6aa0ce980ca","Goya y Lucientes, Francisco de","Colección Real (Palacio Real, Madrid, antiguo dormitorio de los príncipes, 1808; ¿Palacio Real, Madrid, piezas de entresuelo encima del callejón de tribunas, 1814-1818, s.n.?).","1800",74,60,0,1.23333333333333,4440,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",1,1800,"0","religioso"
"P007942","Guirnalda de flores con rodela escultórica","https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-de-flores-con-rodela-escultorica/ef384549-8b83-4ef3-9101-e31750813f27","Romá, José","Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.","Hacia 1805",56,46,0,1.21739130434783,2576,"pequeno","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1805,"0","bodegon_floral"
"P003001","John Fane, X conde de Westmoreland","https://www.museodelprado.es/coleccion/obra-de-arte/john-fane-x-conde-de-westmoreland/fa3dc087-ec4f-4a6a-af60-2970998ad269","Lawrence, Thomas","Adquirido a Marshall Spink, Londres, 1958","Hacia 1806",247,147,1,1.68027210884354,36309,"grande","vertical","Lienzo","Lienzo",0,"Óleo",1,0,0,0,0,"hombre",0,1806,"0","retrato_corte"
